employee_id,pay_period_start,pay_period_end,total_hours_worked,overtime_hours,gross_pay,net_pay,pay_date
18,2020-11-07,2020-11-21,76,15,3736,3476,2020-11-22
18,2015-10-10,2015-10-24,66,15,3966,3718,2015-10-25
18,2016-12-06,2016-12-20,60,17,3726,3625,2016-12-21
18,2017-09-04,2017-09-18,67,15,3133,2915,2017-09-19
18,2022-10-01,2022-10-15,80,2,3046,2799,2022-10-16
18,2024-08-04,2024-08-18,60,9,2788,2501,2024-08-19
18,2016-04-20,2016-05-04,69,10,2011,1623,2016-05-05
18,2015-10-20,2015-11-03,61,7,2220,1949,2015-11-04
18,2020-09-13,2020-09-27,75,6,3293,3034,2020-09-28
18,2019-06-23,2019-07-07,65,15,2259,1832,2019-07-08
18,2016-02-02,2016-02-16,67,5,2449,2259,2016-02-17
19,2024-07-31,2024-08-14,67,7,3486,3136,2024-08-15
19,2023-12-06,2023-12-20,69,0,3931,3805,2023-12-21
19,2016-12-18,2017-01-01,76,14,3720,3570,2017-01-02
19,2019-07-31,2019-08-14,67,10,2815,2690,2019-08-15
19,2014-10-18,2014-11-01,77,8,3976,3628,2014-11-02
19,2016-05-25,2016-06-08,66,10,2451,2287,2016-06-09
19,2020-12-01,2020-12-15,74,3,2636,2197,2020-12-16
19,2021-01-31,2021-02-14,71,1,2831,2356,2021-02-15
19,2015-11-11,2015-11-25,79,6,2669,2453,2015-11-26
19,2014-11-11,2014-11-25,61,12,3985,3855,2014-11-26
19,2019-12-22,2020-01-05,62,9,3254,2871,2020-01-06
19,2015-01-27,2015-02-10,73,5,3085,2829,2015-02-11
19,2022-03-03,2022-03-17,73,11,2936,2561,2022-03-18
19,2016-12-29,2017-01-12,69,18,2762,2340,2017-01-13
19,2017-04-14,2017-04-28,79,3,3149,2680,2017-04-29
19,2020-09-01,2020-09-15,63,11,3514,3114,2020-09-16
19,2023-03-05,2023-03-19,63,0,3855,3602,2023-03-20
19,2022-06-13,2022-06-27,78,11,2898,2662,2022-06-28
19,2022-02-27,2022-03-13,63,15,3434,2980,2022-03-14
19,2024-07-22,2024-08-05,67,12,3572,3194,2024-08-06
19,2015-11-23,2015-12-07,72,16,2623,2286,2015-12-08
19,2018-10-28,2018-11-11,67,9,2470,2367,2018-11-12
19,2021-10-28,2021-11-11,65,17,3468,3211,2021-11-12
19,2022-12-20,2023-01-03,65,13,3928,3576,2023-01-04
20,2016-06-25,2016-07-09,72,20,2031,1704,2016-07-10
20,2018-12-19,2019-01-02,70,12,2188,1953,2019-01-03
20,2020-09-24,2020-10-08,65,13,2209,1958,2020-10-09
20,2022-01-10,2022-01-24,75,15,3623,3490,2022-01-25
20,2024-01-19,2024-02-02,72,4,3860,3639,2024-02-03
20,2024-03-13,2024-03-27,80,4,3962,3750,2024-03-28
20,2022-06-11,2022-06-25,61,20,3752,3430,2022-06-26
20,2019-01-03,2019-01-17,64,10,3080,2860,2019-01-18
20,2014-11-14,2014-11-28,62,19,2589,2241,2014-11-29
20,2019-02-17,2019-03-03,63,6,2702,2425,2019-03-04
20,2014-11-25,2014-12-09,64,10,2835,2447,2014-12-10
20,2019-07-29,2019-08-12,62,7,3783,3642,2019-08-13
20,2021-11-26,2021-12-10,77,18,3295,3067,2021-12-11
20,2023-02-23,2023-03-09,64,6,2690,2368,2023-03-10
20,2017-05-07,2017-05-21,74,3,3881,3650,2017-05-22
20,2023-06-10,2023-06-24,80,18,3015,2774,2023-06-25
20,2016-03-28,2016-04-11,74,5,2911,2801,2016-04-12
20,2018-03-18,2018-04-01,75,9,2663,2200,2018-04-02
20,2021-03-14,2021-03-28,76,4,2399,2248,2021-03-29
20,2023-11-22,2023-12-06,72,2,3995,3499,2023-12-07
20,2018-12-21,2019-01-04,66,15,2605,2428,2019-01-05
20,2023-09-19,2023-10-03,80,6,2626,2265,2023-10-04
20,2020-11-06,2020-11-20,64,19,3183,2948,2020-11-21
20,2015-07-24,2015-08-07,78,5,2986,2655,2015-08-08
21,2019-04-11,2019-04-25,68,5,2640,2310,2019-04-26
21,2015-01-28,2015-02-11,60,15,2323,2170,2015-02-12
21,2017-04-13,2017-04-27,80,5,2186,1825,2017-04-28
21,2023-04-17,2023-05-01,77,11,3698,3540,2023-05-02
21,2015-04-20,2015-05-04,71,16,2696,2443,2015-05-05
21,2020-12-10,2020-12-24,66,18,2874,2592,2020-12-25
21,2015-08-05,2015-08-19,65,19,2648,2209,2015-08-20
21,2023-11-15,2023-11-29,60,5,3031,2926,2023-11-30
21,2014-08-23,2014-09-06,80,4,3646,3485,2014-09-07
21,2015-02-16,2015-03-02,79,17,2485,2273,2015-03-03
21,2022-08-31,2022-09-14,70,6,3232,2794,2022-09-15
21,2015-03-18,2015-04-01,66,14,3672,3216,2015-04-02
21,2019-08-29,2019-09-12,60,17,3402,2970,2019-09-13
21,2020-01-24,2020-02-07,68,6,3986,3724,2020-02-08
21,2023-10-27,2023-11-10,74,4,3700,3293,2023-11-11
21,2018-09-15,2018-09-29,76,8,2115,1808,2018-09-30
21,2015-11-28,2015-12-12,72,12,3150,2877,2015-12-13
21,2015-02-07,2015-02-21,67,10,2397,1908,2015-02-22
21,2022-01-13,2022-01-27,60,17,3519,3127,2022-01-28
21,2015-04-30,2015-05-14,64,6,3197,2909,2015-05-15
21,2023-06-17,2023-07-01,75,6,2052,1711,2023-07-02
21,2017-09-13,2017-09-27,65,0,2356,2184,2017-09-28
21,2019-06-30,2019-07-14,60,15,2427,1952,2019-07-15
21,2022-06-14,2022-06-28,76,14,3353,3172,2022-06-29
22,2015-10-20,2015-11-03,61,18,3037,2613,2015-11-04
22,2024-06-21,2024-07-05,70,7,3424,3198,2024-07-06
22,2018-08-27,2018-09-10,80,15,2737,2312,2018-09-11
22,2016-10-14,2016-10-28,68,4,3328,2910,2016-10-29
22,2017-04-18,2017-05-02,71,2,3942,3467,2017-05-03
22,2023-01-02,2023-01-16,64,5,3552,3112,2023-01-17
22,2017-07-03,2017-07-17,60,14,2651,2504,2017-07-18
22,2020-02-17,2020-03-02,70,2,2154,1897,2020-03-03
22,2018-05-22,2018-06-05,60,4,2780,2485,2018-06-06
22,2014-11-29,2014-12-13,66,5,2999,2501,2014-12-14
22,2019-05-25,2019-06-08,74,16,2367,2133,2019-06-09
22,2019-02-18,2019-03-04,61,11,3546,3265,2019-03-05
22,2022-06-01,2022-06-15,79,7,3388,3083,2022-06-16
22,2024-06-13,2024-06-27,61,7,2484,2038,2024-06-28
22,2016-04-05,2016-04-19,68,19,2509,2402,2016-04-20
22,2015-09-11,2015-09-25,79,16,3284,3032,2015-09-26
22,2019-03-23,2019-04-06,69,0,2098,1814,2019-04-07
22,2015-03-29,2015-04-12,65,8,3556,3085,2015-04-13
22,2015-06-02,2015-06-16,74,5,3059,2605,2015-06-17
22,2018-01-15,2018-01-29,60,14,3123,2886,2018-01-30
22,2019-02-19,2019-03-05,65,7,2322,2063,2019-03-06
22,2022-04-21,2022-05-05,64,13,2868,2617,2022-05-06
22,2017-12-26,2018-01-09,77,10,2271,1985,2018-01-10
22,2022-06-13,2022-06-27,61,12,2635,2342,2022-06-28
23,2019-12-12,2019-12-26,62,19,3694,3332,2019-12-27
23,2014-08-12,2014-08-26,79,4,2685,2376,2014-08-27
23,2017-06-15,2017-06-29,65,4,3016,2713,2017-06-30
23,2016-10-05,2016-10-19,60,19,2210,2027,2016-10-20
23,2023-08-16,2023-08-30,77,13,2069,1928,2023-08-31
23,2019-06-18,2019-07-02,76,17,2414,2283,2019-07-03
23,2015-10-30,2015-11-13,80,0,2686,2412,2015-11-14
23,2017-01-30,2017-02-13,73,11,2925,2550,2017-02-14
23,2022-03-03,2022-03-17,64,10,3723,3522,2022-03-18
23,2024-02-17,2024-03-02,72,5,2183,2000,2024-03-03
23,2018-04-12,2018-04-26,78,4,3476,3261,2018-04-27
23,2024-01-08,2024-01-22,64,7,3015,2710,2024-01-23
23,2015-09-15,2015-09-29,67,8,2247,1834,2015-09-30
23,2020-07-28,2020-08-11,63,1,3995,3637,2020-08-12
23,2016-07-27,2016-08-10,76,10,2234,1776,2016-08-11
23,2015-12-04,2015-12-18,74,1,3886,3487,2015-12-19
23,2019-09-20,2019-10-04,65,7,2199,1952,2019-10-05
23,2020-06-29,2020-07-13,66,18,3829,3658,2020-07-14
23,2022-11-26,2022-12-10,80,13,2700,2568,2022-12-11
23,2018-04-22,2018-05-06,63,5,3837,3723,2018-05-07
23,2021-11-21,2021-12-05,67,7,3502,3389,2021-12-06
23,2022-10-05,2022-10-19,70,6,2782,2290,2022-10-20
23,2017-09-18,2017-10-02,77,16,2168,1735,2017-10-03
23,2020-09-11,2020-09-25,67,5,2107,1655,2020-09-26
24,2022-10-29,2022-11-12,71,3,2332,1834,2022-11-13
24,2019-06-16,2019-06-30,63,9,3528,3427,2019-07-01
24,2016-01-04,2016-01-18,69,6,3629,3500,2016-01-19
24,2017-05-22,2017-06-05,61,20,2735,2554,2017-06-06
24,2024-02-07,2024-02-21,68,15,3744,3280,2024-02-22
24,2023-07-30,2023-08-13,79,6,3911,3440,2023-08-14
24,2015-03-06,2015-03-20,69,5,2287,2180,2015-03-21
24,2022-03-14,2022-03-28,74,5,3754,3597,2022-03-29
24,2023-05-17,2023-05-31,74,12,3521,3383,2023-06-01
24,2018-02-16,2018-03-02,73,10,3832,3658,2018-03-03
24,2021-08-29,2021-09-12,67,18,2633,2213,2021-09-13
24,2017-02-04,2017-02-18,77,17,3034,2642,2017-02-19
24,2017-06-04,2017-06-18,62,17,2317,2101,2017-06-19
24,2018-06-30,2018-07-14,64,9,2527,2385,2018-07-15
24,2019-01-11,2019-01-25,75,13,2338,2202,2019-01-26
24,2019-04-07,2019-04-21,66,10,3057,2587,2019-04-22
24,2024-01-25,2024-02-08,77,1,2598,2468,2024-02-09
24,2018-07-04,2018-07-18,76,3,3952,3755,2018-07-19
24,2018-10-14,2018-10-28,64,7,2766,2582,2018-10-29
24,2017-12-22,2018-01-05,74,0,3267,2967,2018-01-06
24,2018-08-18,2018-09-01,67,20,2337,2206,2018-09-02
24,2021-02-25,2021-03-11,70,5,2502,2218,2021-03-12
24,2019-11-26,2019-12-10,72,5,3149,2988,2019-12-11
24,2021-01-06,2021-01-20,67,14,3620,3333,2021-01-21
25,2021-03-31,2021-04-14,64,6,3745,3553,2021-04-15
25,2016-01-17,2016-01-31,71,6,2437,1957,2016-02-01
25,2021-09-09,2021-09-23,63,19,2148,1665,2021-09-24
25,2017-06-19,2017-07-03,64,16,2875,2393,2017-07-04
25,2019-05-24,2019-06-07,71,13,2010,1682,2019-06-08
25,2020-08-12,2020-08-26,66,8,2602,2297,2020-08-27
25,2019-09-12,2019-09-26,71,6,3995,3711,2019-09-27
25,2016-06-04,2016-06-18,66,0,2401,2143,2016-06-19
25,2020-07-13,2020-07-27,76,8,2216,2011,2020-07-28
25,2016-11-10,2016-11-24,66,19,3570,3415,2016-11-25
25,2015-03-29,2015-04-12,68,19,2429,2078,2015-04-13
25,2022-12-13,2022-12-27,69,16,2523,2053,2022-12-28
25,2023-08-31,2023-09-14,74,8,2504,2214,2023-09-15
25,2019-09-06,2019-09-20,78,9,3570,3318,2019-09-21
25,2019-03-11,2019-03-25,80,12,2913,2812,2019-03-26
25,2018-02-03,2018-02-17,79,13,2499,2380,2018-02-18
25,2017-09-07,2017-09-21,60,18,3483,3068,2017-09-22
25,2018-07-11,2018-07-25,76,8,2760,2480,2018-07-26
25,2017-12-06,2017-12-20,62,8,2987,2859,2017-12-21
25,2018-04-18,2018-05-02,72,0,3658,3501,2018-05-03
25,2017-03-12,2017-03-26,67,4,2945,2521,2017-03-27
25,2021-10-19,2021-11-02,62,7,3368,2993,2021-11-03
25,2019-03-24,2019-04-07,65,19,3817,3701,2019-04-08
25,2017-03-20,2017-04-03,79,7,2313,1891,2017-04-04
26,2016-07-24,2016-08-07,77,3,3887,3713,2016-08-08
26,2017-03-30,2017-04-13,71,19,2130,1884,2017-04-14
26,2018-01-27,2018-02-10,63,18,3671,3236,2018-02-11
26,2023-08-01,2023-08-15,68,14,2874,2655,2023-08-16
26,2020-02-02,2020-02-16,75,17,2641,2346,2020-02-17
26,2023-03-03,2023-03-17,60,19,2300,2088,2023-03-18
26,2016-02-27,2016-03-12,62,15,2238,1911,2016-03-13
26,2019-02-28,2019-03-14,73,18,3866,3370,2019-03-15
26,2017-10-17,2017-10-31,78,4,2888,2528,2017-11-01
26,2022-09-30,2022-10-14,73,11,3149,2706,2022-10-15
26,2022-03-29,2022-04-12,76,8,2036,1695,2022-04-13
26,2021-10-04,2021-10-18,60,1,2821,2330,2021-10-19
26,2017-10-29,2017-11-12,77,18,3291,2904,2017-11-13
26,2014-09-23,2014-10-07,73,4,3794,3593,2014-10-08
26,2022-02-23,2022-03-09,61,19,3718,3445,2022-03-10
26,2015-09-08,2015-09-22,70,18,2462,2091,2015-09-23
26,2022-09-09,2022-09-23,60,10,2944,2544,2022-09-24
26,2021-09-28,2021-10-12,68,16,2440,2031,2021-10-13
26,2014-09-02,2014-09-16,70,19,3717,3487,2014-09-17
26,2024-04-21,2024-05-05,77,11,3892,3651,2024-05-06
26,2016-05-20,2016-06-03,65,15,3824,3641,2016-06-04
26,2021-01-22,2021-02-05,67,6,3502,3146,2021-02-06
26,2015-05-09,2015-05-23,63,14,2820,2644,2015-05-24
26,2021-07-27,2021-08-10,62,16,3404,3163,2021-08-11
27,2018-11-09,2018-11-23,75,1,3179,2889,2018-11-24
27,2020-02-25,2020-03-10,80,19,2552,2394,2020-03-11
27,2024-06-14,2024-06-28,62,17,2212,1787,2024-06-29
27,2020-10-27,2020-11-10,76,0,2251,1805,2020-11-11
27,2019-10-12,2019-10-26,68,6,3514,3156,2019-10-27
27,2023-11-29,2023-12-13,72,3,3747,3462,2023-12-14
27,2018-04-17,2018-05-01,76,2,2954,2529,2018-05-02
27,2021-12-25,2022-01-08,77,1,2049,1846,2022-01-09
27,2016-05-12,2016-05-26,78,13,3701,3305,2016-05-27
27,2017-07-03,2017-07-17,70,13,2181,2044,2017-07-18
27,2018-07-21,2018-08-04,76,0,3248,2755,2018-08-05
27,2017-10-06,2017-10-20,71,15,2226,1931,2017-10-21
27,2022-05-11,2022-05-25,65,4,3848,3459,2022-05-26
27,2015-12-30,2016-01-13,75,18,3110,2819,2016-01-14
27,2016-02-13,2016-02-27,61,13,2507,2083,2016-02-28
27,2017-02-13,2017-02-27,62,0,2191,1757,2017-02-28
27,2017-01-06,2017-01-20,74,15,2170,1832,2017-01-21
27,2017-08-16,2017-08-30,61,1,2253,1992,2017-08-31
27,2022-03-13,2022-03-27,67,11,3252,2752,2022-03-28
27,2024-03-02,2024-03-16,75,16,2079,1921,2024-03-17
27,2023-06-03,2023-06-17,65,9,3803,3477,2023-06-18
27,2021-05-09,2021-05-23,77,18,2542,2436,2021-05-24
27,2021-07-27,2021-08-10,80,0,3460,3312,2021-08-11
27,2021-08-27,2021-09-10,67,18,2808,2325,2021-09-11
28,2017-01-07,2017-01-21,65,1,3618,3169,2017-01-22
28,2023-01-29,2023-02-12,62,12,3371,2903,2023-02-13
28,2019-10-16,2019-10-30,61,2,3269,2776,2019-10-31
28,2018-11-01,2018-11-15,76,8,2756,2434,2018-11-16
28,2023-11-30,2023-12-14,63,11,3000,2847,2023-12-15
28,2018-11-15,2018-11-29,71,16,3538,3281,2018-11-30
28,2020-06-07,2020-06-21,65,11,3190,2928,2020-06-22
28,2014-09-03,2014-09-17,66,9,2392,2026,2014-09-18
28,2022-09-17,2022-10-01,80,0,2191,1953,2022-10-02
28,2022-08-18,2022-09-01,69,12,2157,1664,2022-09-02
28,2014-12-02,2014-12-16,78,14,2516,2250,2014-12-17
28,2018-12-29,2019-01-12,67,19,2881,2542,2019-01-13
28,2024-04-08,2024-04-22,71,15,3611,3379,2024-04-23
28,2014-10-11,2014-10-25,77,18,3605,3394,2014-10-26
28,2017-08-27,2017-09-10,73,15,3875,3394,2017-09-11
28,2016-04-30,2016-05-14,79,11,3924,3803,2016-05-15
28,2017-04-14,2017-04-28,70,19,3470,3230,2017-04-29
28,2022-09-17,2022-10-01,67,19,3523,3238,2022-10-02
28,2023-02-11,2023-02-25,72,15,2859,2572,2023-02-26
28,2018-01-28,2018-02-11,74,16,3875,3609,2018-02-12
28,2023-03-27,2023-04-10,61,8,3599,3378,2023-04-11
28,2022-05-10,2022-05-24,78,8,2907,2669,2022-05-25
28,2016-02-04,2016-02-18,65,6,3803,3481,2016-02-19
28,2018-07-08,2018-07-22,62,3,2902,2665,2018-07-23
29,2021-12-19,2022-01-02,68,16,2781,2628,2022-01-03
29,2021-12-18,2022-01-01,71,10,2507,2201,2022-01-02
29,2021-01-13,2021-01-27,79,13,2077,1772,2021-01-28
29,2015-09-02,2015-09-16,72,12,2820,2603,2015-09-17
29,2019-10-13,2019-10-27,61,12,2442,2169,2019-10-28
29,2023-07-26,2023-08-09,78,17,3550,3286,2023-08-10
29,2021-01-25,2021-02-08,64,14,2422,2270,2021-02-09
29,2017-09-13,2017-09-27,66,12,2538,2394,2017-09-28
29,2019-02-28,2019-03-14,69,15,2085,1978,2019-03-15
29,2023-03-15,2023-03-29,78,4,2386,2135,2023-03-30
29,2017-03-06,2017-03-20,73,11,3157,2787,2017-03-21
29,2023-04-04,2023-04-18,73,3,2423,2011,2023-04-19
29,2015-08-13,2015-08-27,65,9,2051,1851,2015-08-28
29,2022-04-26,2022-05-10,78,6,3006,2855,2022-05-11
29,2022-03-25,2022-04-08,60,11,2974,2534,2022-04-09
29,2020-12-30,2021-01-13,63,8,2186,2035,2021-01-14
29,2019-07-21,2019-08-04,80,15,3155,2880,2019-08-05
29,2018-02-10,2018-02-24,76,2,3060,2700,2018-02-25
29,2024-03-20,2024-04-03,76,13,3286,2999,2024-04-04
29,2022-02-05,2022-02-19,60,8,3626,3487,2022-02-20
29,2015-01-11,2015-01-25,78,4,2967,2549,2015-01-26
29,2023-08-04,2023-08-18,72,12,3975,3715,2023-08-19
29,2024-03-26,2024-04-09,74,19,2420,1962,2024-04-10
29,2015-11-30,2015-12-14,62,19,3071,2898,2015-12-15
30,2014-09-14,2014-09-28,71,17,3930,3502,2014-09-29
30,2021-09-19,2021-10-03,68,12,3866,3603,2021-10-04
30,2015-07-17,2015-07-31,80,3,2204,2077,2015-08-01
30,2022-10-16,2022-10-30,77,16,3366,3035,2022-10-31
30,2022-02-06,2022-02-20,78,12,2822,2416,2022-02-21
30,2020-04-30,2020-05-14,76,13,2826,2438,2020-05-15
30,2023-07-18,2023-08-01,69,10,3746,3255,2023-08-02
30,2021-12-31,2022-01-14,64,1,2001,1734,2022-01-15
30,2015-08-14,2015-08-28,63,4,3304,3188,2015-08-29
30,2018-06-06,2018-06-20,72,16,3263,2967,2018-06-21
30,2015-06-10,2015-06-24,72,19,3312,3144,2015-06-25
30,2016-01-21,2016-02-04,74,16,3601,3268,2016-02-05
30,2015-12-13,2015-12-27,76,16,3658,3425,2015-12-28
30,2020-08-22,2020-09-05,75,4,3918,3564,2020-09-06
30,2024-04-28,2024-05-12,65,1,3923,3579,2024-05-13
30,2018-06-13,2018-06-27,65,20,3919,3502,2018-06-28
30,2021-12-08,2021-12-22,63,16,2789,2649,2021-12-23
30,2015-05-10,2015-05-24,61,14,2967,2558,2015-05-25
30,2024-05-23,2024-06-06,62,5,2747,2295,2024-06-07
30,2015-08-10,2015-08-24,66,3,2264,1870,2015-08-25
30,2017-07-03,2017-07-17,66,14,2510,2335,2017-07-18
30,2021-04-27,2021-05-11,67,3,3178,2763,2021-05-12
30,2024-04-29,2024-05-13,78,18,3660,3215,2024-05-14
30,2017-01-30,2017-02-13,73,2,3946,3458,2017-02-14
31,2017-01-28,2017-02-11,61,4,2695,2456,2017-02-12
31,2022-10-01,2022-10-15,78,7,3918,3645,2022-10-16
31,2016-10-08,2016-10-22,79,20,2541,2325,2016-10-23
31,2023-12-30,2024-01-13,73,10,3023,2780,2024-01-14
31,2015-07-18,2015-08-01,74,0,2084,1691,2015-08-02
31,2014-10-21,2014-11-04,78,5,2695,2415,2014-11-05
31,2024-03-22,2024-04-05,76,2,2380,2189,2024-04-06
31,2018-06-01,2018-06-15,77,12,2778,2320,2018-06-16
31,2021-11-14,2021-11-28,73,9,3943,3689,2021-11-29
31,2023-06-12,2023-06-26,77,0,3856,3732,2023-06-27
31,2020-06-25,2020-07-09,65,10,3190,3019,2020-07-10
31,2022-10-30,2022-11-13,66,18,3020,2565,2022-11-14
31,2015-05-25,2015-06-08,77,20,3008,2755,2015-06-09
31,2016-06-14,2016-06-28,67,1,2732,2268,2016-06-29
31,2023-07-11,2023-07-25,78,20,3547,3296,2023-07-26
31,2018-08-09,2018-08-23,61,0,3467,3023,2018-08-24
31,2014-10-01,2014-10-15,69,0,2718,2403,2014-10-16
31,2019-05-18,2019-06-01,65,10,2369,2095,2019-06-02
31,2018-09-14,2018-09-28,76,13,2979,2764,2018-09-29
31,2018-02-12,2018-02-26,72,9,3578,3270,2018-02-27
31,2014-12-29,2015-01-12,71,8,3997,3654,2015-01-13
31,2018-12-18,2019-01-01,75,0,3888,3459,2019-01-02
31,2016-11-15,2016-11-29,62,20,2298,2086,2016-11-30
31,2018-03-06,2018-03-20,65,3,2503,2400,2018-03-21
32,2014-11-13,2014-11-27,78,9,2338,2085,2014-11-28
32,2018-01-07,2018-01-21,74,16,2344,2103,2018-01-22
32,2017-08-21,2017-09-04,64,15,3752,3438,2017-09-05
32,2018-11-02,2018-11-16,79,7,3834,3567,2018-11-17
32,2018-06-04,2018-06-18,62,18,2343,2212,2018-06-19
32,2023-09-20,2023-10-04,62,16,3047,2669,2023-10-05
32,2023-11-02,2023-11-16,67,4,3889,3398,2023-11-17
32,2014-11-06,2014-11-20,75,14,3652,3475,2014-11-21
32,2018-06-28,2018-07-12,73,11,2535,2248,2018-07-13
32,2023-01-23,2023-02-06,65,4,3439,3319,2023-02-07
32,2018-09-01,2018-09-15,66,10,3689,3216,2018-09-16
32,2022-09-29,2022-10-13,61,12,3955,3712,2022-10-14
32,2022-01-17,2022-01-31,68,13,2609,2225,2022-02-01
32,2019-06-15,2019-06-29,62,7,2250,1784,2019-06-30
32,2020-03-29,2020-04-12,80,19,2111,1644,2020-04-13
32,2018-06-18,2018-07-02,77,12,2309,2009,2018-07-03
32,2019-10-17,2019-10-31,65,3,3270,2846,2019-11-01
32,2020-09-05,2020-09-19,80,12,3115,2683,2020-09-20
32,2022-06-25,2022-07-09,67,4,2144,1818,2022-07-10
32,2022-01-18,2022-02-01,79,4,2155,1855,2022-02-02
32,2024-06-21,2024-07-05,70,14,3208,2905,2024-07-06
32,2022-11-12,2022-11-26,75,18,2087,1685,2022-11-27
32,2024-05-05,2024-05-19,61,5,3606,3351,2024-05-20
32,2017-11-28,2017-12-12,79,10,2495,2340,2017-12-13
33,2015-05-07,2015-05-21,76,15,2064,1921,2015-05-22
33,2019-06-20,2019-07-04,69,19,2059,1566,2019-07-05
33,2022-08-04,2022-08-18,66,0,2317,1912,2022-08-19
33,2022-12-08,2022-12-22,74,4,2059,1645,2022-12-23
33,2016-01-29,2016-02-12,67,8,2333,1943,2016-02-13
33,2023-10-13,2023-10-27,71,0,3953,3503,2023-10-28
33,2023-02-27,2023-03-13,73,18,2560,2313,2023-03-14
33,2023-02-23,2023-03-09,61,9,2414,2235,2023-03-10
33,2022-02-24,2022-03-10,76,5,3259,3094,2022-03-11
33,2020-07-11,2020-07-25,74,7,2068,1923,2020-07-26
33,2018-08-27,2018-09-10,60,4,2273,2115,2018-09-11
33,2023-08-14,2023-08-28,64,1,2272,2102,2023-08-29
33,2024-03-16,2024-03-30,62,6,3189,2896,2024-03-31
33,2017-04-23,2017-05-07,64,3,3766,3292,2017-05-08
33,2023-03-20,2023-04-03,60,12,3588,3435,2023-04-04
33,2023-05-14,2023-05-28,61,12,2067,1742,2023-05-29
33,2021-07-11,2021-07-25,67,0,2011,1515,2021-07-26
33,2020-02-06,2020-02-20,66,20,2902,2599,2020-02-21
33,2019-07-07,2019-07-21,70,16,2058,1829,2019-07-22
33,2023-09-01,2023-09-15,61,19,3627,3245,2023-09-16
33,2019-07-31,2019-08-14,60,17,2084,1815,2019-08-15
33,2018-09-01,2018-09-15,80,16,2635,2288,2018-09-16
33,2019-03-11,2019-03-25,69,15,2488,2052,2019-03-26
33,2021-03-21,2021-04-04,80,14,3197,3092,2021-04-05
34,2022-11-07,2022-11-21,67,6,2780,2629,2022-11-22
34,2023-06-06,2023-06-20,73,4,2746,2552,2023-06-21
34,2019-09-25,2019-10-09,74,20,2906,2800,2019-10-10
34,2020-01-31,2020-02-14,66,19,3579,3438,2020-02-15
34,2019-08-01,2019-08-15,79,19,3283,3062,2019-08-16
34,2022-02-28,2022-03-14,69,16,3378,3245,2022-03-15
34,2021-08-02,2021-08-16,71,16,2800,2345,2021-08-17
34,2022-10-11,2022-10-25,62,15,3855,3718,2022-10-26
34,2023-07-23,2023-08-06,62,2,3307,2919,2023-08-07
34,2019-05-12,2019-05-26,66,13,3264,2813,2019-05-27
34,2018-03-18,2018-04-01,74,20,2047,1720,2018-04-02
34,2024-05-26,2024-06-09,80,8,2728,2238,2024-06-10
34,2016-11-17,2016-12-01,76,19,2485,2095,2016-12-02
34,2018-08-09,2018-08-23,66,5,2654,2537,2018-08-24
34,2019-06-05,2019-06-19,60,10,3954,3778,2019-06-20
34,2018-11-27,2018-12-11,65,19,3905,3743,2018-12-12
34,2015-04-11,2015-04-25,71,17,2617,2501,2015-04-26
34,2016-07-01,2016-07-15,74,1,2539,2312,2016-07-16
34,2024-07-11,2024-07-25,70,20,3950,3563,2024-07-26
34,2016-07-29,2016-08-12,65,20,2584,2247,2016-08-13
34,2020-07-21,2020-08-04,80,6,3492,3106,2020-08-05
34,2021-02-04,2021-02-18,79,16,3420,3285,2021-02-19
34,2016-11-16,2016-11-30,64,7,2067,1810,2016-12-01
34,2015-03-17,2015-03-31,77,5,2410,2080,2015-04-01
35,2018-06-24,2018-07-08,70,0,3394,2999,2018-07-09
35,2016-11-12,2016-11-26,63,9,3872,3698,2016-11-27
35,2021-04-13,2021-04-27,64,15,2852,2427,2021-04-28
35,2018-03-12,2018-03-26,63,12,2529,2167,2018-03-27
35,2015-04-22,2015-05-06,61,11,2060,1784,2015-05-07
35,2016-08-14,2016-08-28,68,13,2902,2708,2016-08-29
35,2017-06-07,2017-06-21,64,13,3505,3308,2017-06-22
35,2024-04-25,2024-05-09,63,18,2769,2508,2024-05-10
35,2017-02-06,2017-02-20,69,4,2744,2601,2017-02-21
35,2017-06-03,2017-06-17,64,15,2618,2516,2017-06-18
35,2022-12-28,2023-01-11,60,18,3185,2847,2023-01-12
35,2018-01-18,2018-02-01,77,19,2920,2421,2018-02-02
35,2019-10-10,2019-10-24,76,19,2289,1912,2019-10-25
35,2024-05-03,2024-05-17,69,0,3909,3654,2024-05-18
35,2022-10-04,2022-10-18,65,8,3731,3549,2022-10-19
35,2015-10-05,2015-10-19,63,2,3536,3077,2015-10-20
35,2015-06-02,2015-06-16,75,4,2105,1752,2015-06-17
35,2017-01-26,2017-02-09,76,3,3387,2908,2017-02-10
35,2022-03-19,2022-04-02,70,19,2349,1961,2022-04-03
35,2021-10-06,2021-10-20,73,8,2934,2769,2021-10-21
35,2016-12-17,2016-12-31,79,15,2344,2028,2017-01-01
35,2022-01-02,2022-01-16,73,8,3444,2987,2022-01-17
35,2015-08-06,2015-08-20,71,12,2378,2130,2015-08-21
35,2017-04-23,2017-05-07,69,5,3928,3693,2017-05-08
36,2019-01-25,2019-02-08,64,0,2035,1888,2019-02-09
36,2016-12-08,2016-12-22,60,14,2095,1906,2016-12-23
36,2021-10-27,2021-11-10,65,4,2625,2189,2021-11-11
