employee_id,base_salary,bonus,deductions,pay_date
78,89424,1594,3043,2023-03-19
78,71799,1255,2751,2024-03-03
79,61817,9623,4714,2015-04-23
79,93977,4262,4075,2015-10-02
79,61122,4315,1744,2016-08-20
79,73179,2088,3478,2017-11-18
79,85419,8950,2890,2019-03-30
79,92417,8349,1440,2019-10-09
79,84204,4961,2019,2021-03-10
79,67162,2384,4344,2021-11-17
79,61750,101,4908,2022-10-20
79,88660,7930,3078,2024-06-02
80,78753,2090,2226,2014-09-10
80,96524,9371,1207,2016-03-06
80,68061,2275,2902,2017-03-21
80,54274,5178,1268,2017-12-20
80,57193,9245,4025,2018-10-24
80,59860,6956,4128,2020-06-30
80,58141,1485,1666,2021-05-19
80,59092,7133,2483,2021-08-19
80,61508,9472,4781,2023-07-08
80,87215,6007,3849,2023-11-08
81,97348,9839,1756,2014-10-13
81,75598,899,2626,2016-06-13
81,69755,6789,4953,2016-10-27
81,63371,4445,2908,2018-07-19
81,75504,2893,3842,2019-05-28
81,91297,7560,4677,2020-01-11
81,60760,8061,1409,2021-02-08
81,64647,2558,1158,2022-06-14
81,97422,6870,1316,2023-02-22
81,90419,3685,3413,2023-12-16
82,76211,5502,2788,2014-10-03
82,80356,8340,3086,2016-01-16
82,82896,6839,1052,2016-11-18
82,69998,8946,4623,2017-11-06
82,93894,5910,3863,2019-05-31
82,73820,1562,2905,2020-07-24
82,69571,5552,1083,2020-09-30
82,58747,4000,1502,2022-06-22
82,57692,3702,1518,2022-11-11
82,50032,5104,1056,2024-08-01
83,98570,3787,1567,2015-04-22
83,60735,645,3797,2015-10-12
83,69247,3778,3805,2017-03-18
83,82406,3585,2906,2017-10-17
83,74902,3744,2184,2019-06-29
83,85651,546,4447,2020-01-25
83,59756,1698,1356,2020-09-11
83,60360,5117,1884,2021-12-09
83,55846,4133,4778,2023-05-12
83,64941,8104,4085,2023-09-13
84,99403,4394,1523,2015-02-08
84,57043,4707,4539,2016-02-23
84,67455,6090,1679,2017-04-25
84,82657,9024,4977,2018-07-20
84,75891,4877,3355,2019-06-04
84,94249,4877,1267,2019-09-08
84,55616,6820,1600,2020-09-18
84,96976,9215,1242,2021-12-19
84,98151,1208,1706,2022-09-14
84,51503,246,3951,2024-05-04
85,75173,5988,1526,2015-07-21
85,85554,1484,3187,2016-03-23
85,81464,842,1858,2016-11-02
85,59042,6753,4842,2018-07-26
85,76389,6649,1596,2019-04-06
85,63485,2189,2689,2020-01-18
85,71761,6667,2839,2020-11-14
85,92043,6068,4291,2021-09-16
85,80668,9786,1988,2023-07-06
85,62795,9494,2868,2024-04-30
86,95583,9199,4025,2014-08-26
86,90064,9280,3683,2016-05-12
86,70234,2195,3117,2016-10-04
86,75703,7488,3555,2017-08-18
86,69383,9479,4434,2019-05-07
86,98097,3481,3503,2020-03-24
86,66179,6246,3687,2021-06-04
86,91383,4626,3099,2022-04-01
86,61320,6134,4709,2023-08-06
86,60365,7864,4359,2023-12-24
87,53531,9176,2461,2015-02-26
87,76697,8386,3358,2016-05-15
87,73736,1772,1805,2017-03-20
87,99972,6081,4129,2017-08-17
87,58284,5763,4125,2018-12-08
87,96128,7175,2673,2019-08-18
87,93449,2,3687,2021-07-31
87,71985,7285,2536,2022-07-16
87,87899,1530,4571,2022-12-28
87,88870,5946,3042,2023-09-12
88,61351,7598,1708,2014-09-19
88,80636,9914,3185,2015-12-30
88,88604,8922,3207,2017-06-01
88,57684,2301,2961,2017-09-20
88,97690,7455,2432,2019-01-07
88,62810,7555,4912,2019-09-05
88,80029,986,1906,2021-08-06
88,96006,9085,4345,2021-11-12
88,58881,2056,4206,2022-10-29
88,89046,9073,4328,2024-02-05
89,99005,6327,3453,2015-06-26
89,87761,5212,1004,2016-05-01
89,98078,8175,3813,2017-06-29
89,78650,2105,4769,2017-08-15
89,75987,3079,4073,2019-06-05
89,97842,6150,2895,2019-12-04
89,74188,9391,2082,2021-04-24
89,74129,4581,3123,2022-04-18
89,82547,8094,1670,2023-03-06
89,88237,5503,2868,2023-09-28
90,60199,9102,2460,2015-04-24
90,54382,9192,3396,2016-04-10
90,53802,1314,2116,2017-07-30
90,72099,1034,4801,2017-09-24
90,69741,7238,3496,2019-02-11
90,86056,5359,4996,2020-01-30
90,70776,3906,1616,2021-03-09
90,63748,763,3751,2021-12-28
90,57958,5975,3572,2022-08-25
90,78996,6746,2306,2023-12-02
91,78632,5518,4266,2015-02-02
91,70446,3773,2639,2016-03-26
91,51334,3885,4963,2017-06-19
91,51935,626,1450,2018-04-13
91,78475,2246,4459,2019-05-23
91,97864,5561,4654,2020-05-25
91,68269,9796,4939,2020-12-18
91,60565,8706,3881,2022-08-06
91,82763,5859,1709,2022-11-06
91,78193,5957,3693,2023-10-14
92,83184,5224,3063,2015-04-13
92,61653,2753,3803,2016-01-06
92,72275,2667,1444,2017-02-08
92,65336,211,4847,2018-03-17
92,53531,9926,1753,2018-09-02
92,56969,6699,2929,2019-11-05
92,72509,2972,4454,2021-02-14
92,80165,2726,3102,2022-07-08
92,81287,2914,3575,2023-03-05
92,77864,4432,1633,2023-12-27
93,89664,8559,1921,2014-12-22
93,99875,4453,3472,2016-01-20
93,94795,7902,4095,2016-11-24
93,78965,9732,2516,2018-04-14
93,59699,209,1395,2019-01-29
93,94939,7368,2403,2020-03-30
93,91953,6021,1499,2021-05-11
93,65909,5774,1921,2022-07-09
93,62855,7444,1851,2022-11-03
93,91597,2534,2431,2024-06-29
94,90570,3208,2406,2015-06-11
94,93429,6674,2185,2015-12-12
94,66540,6650,4012,2017-03-31
94,74457,2074,3531,2018-04-25
94,91937,4573,2796,2019-02-03
94,85396,9405,3457,2019-10-13
94,88016,5385,4841,2021-07-07
94,62713,5254,4519,2022-01-03
94,57745,5775,3255,2022-12-27
94,54104,72,4123,2023-12-17
95,77713,681,3181,2015-02-26
95,56845,3409,2847,2016-03-10
95,97622,545,1885,2016-09-11
95,60554,3029,3454,2018-06-27
95,66797,5867,3033,2019-03-27
95,90931,6878,1667,2020-06-11
95,59029,3920,3478,2021-03-25
95,59880,8344,2626,2022-04-10
95,76464,2836,2334,2022-09-25
95,93234,6598,3182,2024-07-01
96,69917,7537,4192,2015-06-04
96,71938,1021,3357,2016-06-08
96,94437,5233,3323,2017-07-27
96,78686,5332,3233,2018-05-17
96,85339,9343,1460,2018-11-25
96,52520,417,3950,2020-05-01
96,61904,6225,3576,2021-01-12
96,79251,9450,4537,2021-11-14
96,92156,7267,2179,2022-12-07
96,70966,9085,3758,2024-05-01
97,62418,1436,4282,2014-08-19
97,82868,5785,2455,2016-01-31
97,82079,3597,4629,2017-04-27
97,94511,1316,2103,2018-06-30
97,98186,909,2607,2019-02-22
97,68871,3228,1303,2019-11-15
97,59003,1158,1724,2021-03-27
97,52056,4159,2165,2022-01-04
97,83059,2398,1630,2022-11-12
97,77864,3983,2259,2023-12-23
98,51170,8169,1891,2015-03-06
98,58904,7514,3881,2015-08-08
98,54753,8347,2367,2016-12-10
98,86224,2058,4120,2018-04-25
98,74992,4157,1757,2019-08-01
98,59367,3871,2525,2020-07-10
98,51457,2349,3433,2021-02-26
98,66618,8529,1548,2021-11-19
98,81638,2016,4662,2022-12-31
98,97164,5784,2195,2024-02-08
99,67556,3766,4773,2015-07-23
99,87377,5857,4150,2016-02-04
99,75383,6814,4414,2017-01-11
99,84886,4542,4908,2018-06-05
99,79117,8242,4494,2019-03-31
99,83432,112,3438,2020-01-02
99,98956,6956,4594,2021-04-20
99,96720,916,3956,2021-09-24
99,78187,1299,1227,2022-10-14
99,65057,7604,1256,2023-11-22
100,91721,7328,3380,2015-05-08
100,91961,2819,3664,2015-12-20
100,89568,8140,2706,2017-05-21
100,62849,9582,3963,2018-05-05
100,78375,8644,1851,2018-10-13
100,82558,5705,1669,2020-08-06
100,97298,3798,4319,2021-01-16
100,96288,2518,3616,2021-10-24
100,86339,2705,2291,2023-06-01
100,83394,5429,4699,2024-02-08
